instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,z_score,Waktu
6460,2011-10-01,4,0,10,17,0,6,0,3,0.4,0.4091,0.76,0.194,58,170,228,0.21246227044706006,Sore
6461,2011-10-01,4,0,10,18,0,6,0,3,0.38,0.3939,0.87,0.2239,23,117,140,-0.27270062018659885,Malam
6462,2011-10-01,4,0,10,19,0,6,0,2,0.38,0.3939,0.82,0.194,27,99,126,-0.34988562551468094,Malam
6463,2011-10-01,4,0,10,20,0,6,0,3,0.36,0.3636,0.87,0.1045,8,58,66,-0.6806785054921757,Malam
6464,2011-10-01,4,0,10,21,0,6,0,3,0.36,0.3636,0.87,0.1045,3,53,56,-0.7358106521550914,Malam
6465,2011-10-01,4,0,10,22,0,6,0,2,0.36,0.3485,0.93,0.2239,12,58,70,-0.6586256468270093,Malam
6466,2011-10-01,4,0,10,23,0,6,0,3,0.36,0.3485,0.93,0.2239,8,57,65,-0.6861917201584673,Malam
6467,2011-10-02,4,0,10,0,0,0,0,3,0.36,0.3333,0.93,0.2985,4,43,47,-0.7854295841517157,Malam
6468,2011-10-02,4,0,10,1,0,0,0,3,0.34,0.3182,0.87,0.2537,1,23,24,-0.912233521476422,Malam
6469,2011-10-02,4,0,10,2,0,0,0,3,0.34,0.303,0.87,0.2985,3,27,30,-0.8791542334786725,Malam
6470,2011-10-02,4,0,10,3,0,0,0,3,0.34,0.3182,0.87,0.2836,4,5,9,-0.9949317414707957,Malam
6471,2011-10-02,4,0,10,4,0,0,0,2,0.34,0.3182,0.87,0.2537,4,3,7,-1.005958170803379,Malam
6472,2011-10-02,4,0,10,5,0,0,0,1,0.32,0.303,0.87,0.2836,0,7,7,-1.005958170803379,Pagi
6473,2011-10-02,4,0,10,6,0,0,0,1,0.32,0.3182,0.81,0.1642,2,13,15,-0.9618524534730462,Pagi
6474,2011-10-02,4,0,10,7,0,0,0,1,0.34,0.3333,0.76,0.194,5,24,29,-0.8846674481449641,Pagi
6475,2011-10-02,4,0,10,8,0,0,0,2,0.34,0.3333,0.76,0.194,14,50,64,-0.6917049348247588,Pagi
6476,2011-10-02,4,0,10,9,0,0,0,1,0.36,0.3333,0.76,0.3582,19,96,115,-0.41053098684388833,Pagi
6477,2011-10-02,4,0,10,10,0,0,0,2,0.36,0.3333,0.71,0.2836,60,188,248,0.3227265637728916,Pagi
6478,2011-10-02,4,0,10,11,0,0,0,2,0.38,0.3939,0.66,0.2537,74,218,292,0.5653080090897211,Siang
6479,2011-10-02,4,0,10,12,0,0,0,2,0.4,0.4091,0.62,0.194,78,243,321,0.7251912344121769,Siang
6480,2011-10-02,4,0,10,13,0,0,0,3,0.4,0.4091,0.62,0.2239,84,224,308,0.6535194437503864,Siang
6481,2011-10-02,4,0,10,14,0,0,0,3,0.36,0.3485,0.81,0.1642,61,195,256,0.36683228110322424,Sore
6482,2011-10-02,4,0,10,15,0,0,0,3,0.36,0.3333,0.81,0.2537,29,144,173,-0.09076453619897676,Sore
6483,2011-10-02,4,0,10,16,0,0,0,3,0.36,0.3485,0.87,0.194,44,162,206,0.09117154778864534,Sore
6484,2011-10-02,4,0,10,17,0,0,0,3,0.36,0.3485,0.87,0.1642,32,135,167,-0.12384382419672624,Sore
6485,2011-10-02,4,0,10,18,0,0,0,2,0.36,0.3485,0.81,0.194,16,158,174,-0.08525132153268518,Malam
6486,2011-10-02,4,0,10,19,0,0,0,2,0.38,0.3939,0.76,0.1642,34,128,162,-0.15140989752818412,Malam
6487,2011-10-02,4,0,10,20,0,0,0,2,0.36,0.3333,0.76,0.2537,16,71,87,-0.5649009975000525,Malam
6488,2011-10-02,4,0,10,21,0,0,0,1,0.36,0.3485,0.71,0.2239,17,71,88,-0.5593877828337609,Malam
6489,2011-10-02,4,0,10,22,0,0,0,3,0.36,0.3636,0.81,0.0896,9,55,64,-0.6917049348247588,Malam
6490,2011-10-02,4,0,10,23,0,0,0,1,0.36,0.3636,0.81,0.0896,6,19,25,-0.9067203068101304,Malam
6491,2011-10-03,4,0,10,0,0,1,1,1,0.34,0.3485,0.87,0.1045,3,13,16,-0.9563392388067546,Malam
6492,2011-10-03,4,0,10,1,0,1,1,1,0.36,0.3636,0.81,0.0896,1,5,6,-1.0114713854696704,Malam
6493,2011-10-03,4,0,10,2,0,1,1,1,0.36,0.3636,0.76,0.1045,0,4,4,-1.0224978148022534,Malam
6494,2011-10-03,4,0,10,3,0,1,1,1,0.36,0.3788,0.81,0.0,1,6,7,-1.005958170803379,Malam
6495,2011-10-03,4,0,10,4,0,1,1,1,0.34,0.3485,0.87,0.1045,2,6,8,-1.0004449561370872,Malam
6496,2011-10-03,4,0,10,5,0,1,1,2,0.36,0.3636,0.76,0.1045,4,17,21,-0.9287731654752966,Pagi
6497,2011-10-03,4,0,10,6,0,1,1,2,0.36,0.3788,0.71,0.0,3,91,94,-0.5263084948360115,Pagi
6498,2011-10-03,4,0,10,7,0,1,1,2,0.36,0.3485,0.71,0.1343,8,241,249,0.3282397784391832,Pagi
6499,2011-10-03,4,0,10,8,0,1,1,2,0.36,0.3636,0.71,0.1045,13,359,372,1.0063651823930473,Pagi
6500,2011-10-03,4,0,10,9,0,1,1,2,0.4,0.4091,0.66,0.0896,12,141,153,-0.20102882952480833,Pagi
6501,2011-10-03,4,0,10,10,0,1,1,2,0.4,0.4091,0.66,0.1045,19,82,101,-0.4877159921719704,Pagi
6502,2011-10-03,4,0,10,11,0,1,1,2,0.4,0.4091,0.71,0.2239,26,100,126,-0.34988562551468094,Siang
6503,2011-10-03,4,0,10,12,0,1,1,2,0.4,0.4091,0.71,0.1343,29,118,147,-0.2341081175225578,Siang
6504,2011-10-03,4,0,10,13,0,1,1,3,0.42,0.4242,0.67,0.1642,16,102,118,-0.3939913428450136,Siang
6505,2011-10-03,4,0,10,14,0,1,1,3,0.4,0.4091,0.76,0.0,26,94,120,-0.38296491351243045,Sore
6506,2011-10-03,4,0,10,15,0,1,1,3,0.4,0.4091,0.76,0.0,22,79,101,-0.4877159921719704,Sore
6507,2011-10-03,4,0,10,16,0,1,1,2,0.4,0.4091,0.76,0.1045,16,202,218,0.15733012378414427,Sore
6508,2011-10-03,4,0,10,17,0,1,1,2,0.4,0.4091,0.76,0.1642,40,455,495,1.6844905863469113,Sore
6509,2011-10-03,4,0,10,18,0,1,1,2,0.4,0.4091,0.76,0.1642,28,384,412,1.2268937690447106,Malam
6510,2011-10-03,4,0,10,19,0,1,1,1,0.4,0.4091,0.76,0.0,15,300,315,0.6921119464144274,Malam
6511,2011-10-03,4,0,10,20,0,1,1,3,0.4,0.4091,0.82,0.0,13,191,204,0.08014511845606218,Malam
6512,2011-10-03,4,0,10,21,0,1,1,2,0.4,0.4091,0.82,0.0,10,128,138,-0.283727049519182,Malam
6513,2011-10-03,4,0,10,22,0,1,1,2,0.4,0.4091,0.82,0.0,12,79,91,-0.5428481388348863,Malam
6514,2011-10-03,4,0,10,23,0,1,1,2,0.4,0.4091,0.82,0.1045,11,43,54,-0.7468370814876746,Malam
6515,2011-10-04,4,0,10,0,0,2,1,2,0.4,0.4091,0.87,0.0896,5,22,27,-0.8956938774775473,Malam
6516,2011-10-04,4,0,10,1,0,2,1,2,0.4,0.4091,0.87,0.1045,1,8,9,-0.9949317414707957,Malam
6517,2011-10-04,4,0,10,2,0,2,1,2,0.4,0.4091,0.87,0.0,1,2,3,-1.0280110294685452,Malam
6518,2011-10-04,4,0,10,3,0,2,1,1,0.4,0.4091,0.82,0.1045,3,3,6,-1.0114713854696704,Malam
6519,2011-10-04,4,0,10,4,0,2,1,1,0.4,0.4091,0.82,0.0896,3,4,7,-1.005958170803379,Malam
6520,2011-10-04,4,0,10,5,0,2,1,1,0.4,0.4091,0.82,0.1343,2,25,27,-0.8956938774775473,Pagi
6521,2011-10-04,4,0,10,6,0,2,1,1,0.4,0.4091,0.82,0.1045,3,109,112,-0.42707063084276303,Pagi
6522,2011-10-04,4,0,10,7,0,2,1,1,0.42,0.4242,0.82,0.2836,11,298,309,0.6590326584166779,Pagi
6523,2011-10-04,4,0,10,8,0,2,1,1,0.44,0.4394,0.77,0.2239,28,372,400,1.1607351930492116,Pagi
6524,2011-10-04,4,0,10,9,0,2,1,1,0.46,0.4545,0.67,0.2537,19,168,187,-0.01357953087089466,Pagi
6525,2011-10-04,4,0,10,10,0,2,1,1,0.48,0.4697,0.67,0.2836,19,107,126,-0.34988562551468094,Pagi
6526,2011-10-04,4,0,10,11,0,2,1,1,0.54,0.5152,0.64,0.2836,22,102,124,-0.36091205484726413,Siang
6527,2011-10-04,4,0,10,12,0,2,1,1,0.56,0.5303,0.56,0.2985,39,160,199,0.05257904512460428,Siang
6528,2011-10-04,4,0,10,13,0,2,1,1,0.56,0.5303,0.56,0.2985,20,153,173,-0.09076453619897676,Siang
6529,2011-10-04,4,0,10,14,0,2,1,1,0.58,0.5455,0.53,0.2537,27,156,183,-0.035632389536060974,Sore
6530,2011-10-04,4,0,10,15,0,2,1,1,0.58,0.5455,0.56,0.2836,28,166,194,0.02501297179314639,Sore
6531,2011-10-04,4,0,10,16,0,2,1,1,0.58,0.5455,0.56,0.3284,36,273,309,0.6590326584166779,Sore
6534,2011-10-04,4,0,10,19,0,2,1,1,0.52,0.5,0.68,0.2239,35,310,345,0.8575083864031747,Malam
6535,2011-10-04,4,0,10,20,0,2,1,1,0.52,0.5,0.68,0.2239,25,236,261,0.39439835443468213,Malam
6536,2011-10-04,4,0,10,21,0,2,1,1,0.5,0.4848,0.72,0.1343,22,144,166,-0.1293570388630178,Malam
6537,2011-10-04,4,0,10,22,0,2,1,1,0.5,0.4848,0.72,0.1343,8,106,114,-0.4160442015101799,Malam
6538,2011-10-04,4,0,10,23,0,2,1,1,0.48,0.4697,0.77,0.1343,6,60,66,-0.6806785054921757,Malam
6539,2011-10-05,4,0,10,0,0,3,1,1,0.48,0.4697,0.77,0.1343,7,36,43,-0.807482442816882,Malam
6540,2011-10-05,4,0,10,1,0,3,1,1,0.48,0.4697,0.77,0.1642,4,7,11,-0.9839053121382125,Malam
6541,2011-10-05,4,0,10,2,0,3,1,1,0.46,0.4545,0.82,0.1642,1,2,3,-1.0280110294685452,Malam
6542,2011-10-05,4,0,10,3,0,3,1,1,0.46,0.4545,0.82,0.1045,1,5,6,-1.0114713854696704,Malam
6543,2011-10-05,4,0,10,4,0,3,1,1,0.44,0.4394,0.88,0.0,1,4,5,-1.016984600135962,Malam
6544,2011-10-05,4,0,10,5,0,3,1,1,0.44,0.4394,0.82,0.1343,3,29,32,-0.8681278041460894,Pagi
6545,2011-10-05,4,0,10,6,0,3,1,1,0.44,0.4394,0.82,0.1045,5,112,117,-0.39950455751130515,Pagi
6546,2011-10-05,4,0,10,7,0,3,1,1,0.46,0.4545,0.77,0.1045,9,292,301,0.6149269410863453,Pagi
6547,2011-10-05,4,0,10,8,0,3,1,1,0.52,0.5,0.63,0.0,26,441,467,1.5301205756907472,Pagi
6548,2011-10-05,4,0,10,9,0,3,1,1,0.54,0.5152,0.6,0.2985,32,187,219,0.16284333845043586,Pagi
6549,2011-10-05,4,0,10,10,0,3,1,1,0.56,0.5303,0.56,0.3881,30,103,133,-0.3112931228506399,Pagi
6550,2011-10-05,4,0,10,11,0,3,1,1,0.6,0.6212,0.46,0.2836,32,138,170,-0.1073041801978515,Siang
6551,2011-10-05,4,0,10,12,0,3,1,1,0.62,0.6212,0.43,0.3284,34,180,214,0.13527726511897797,Siang
6552,2011-10-05,4,0,10,13,0,3,1,1,0.64,0.6212,0.41,0.2239,30,189,219,0.16284333845043586,Siang
6553,2011-10-05,4,0,10,14,0,3,1,1,0.64,0.6212,0.41,0.2836,34,156,190,0.002960113127980075,Sore
6554,2011-10-05,4,0,10,15,0,3,1,1,0.64,0.6212,0.47,0.2836,35,147,182,-0.041145604202352554,Sore
6555,2011-10-05,4,0,10,16,0,3,1,1,0.64,0.6212,0.47,0.3284,37,245,282,0.5101758624268053,Sore
6558,2011-10-05,4,0,10,19,0,3,1,1,0.58,0.5455,0.56,0.1343,40,334,374,1.0173916117256305,Malam
6559,2011-10-05,4,0,10,20,0,3,1,1,0.52,0.5,0.77,0.1642,18,228,246,0.3117001344403085,Malam
6560,2011-10-05,4,0,10,21,0,3,1,1,0.5,0.4848,0.82,0.1045,28,173,201,0.06360547445718744,Malam
6561,2011-10-05,4,0,10,22,0,3,1,1,0.52,0.5,0.72,0.0,20,134,154,-0.19551561485851676,Malam
6562,2011-10-05,4,0,10,23,0,3,1,1,0.5,0.4848,0.77,0.1045,9,64,73,-0.6420860028281347,Malam
6563,2011-10-06,4,0,10,0,0,4,1,1,0.5,0.4848,0.72,0.194,6,34,40,-0.8240220868157567,Malam
6564,2011-10-06,4,0,10,1,0,4,1,1,0.48,0.4697,0.63,0.194,5,17,22,-0.9232599508090051,Malam
6565,2011-10-06,4,0,10,2,0,4,1,1,0.46,0.4545,0.67,0.194,2,8,10,-0.989418526804504,Malam
6566,2011-10-06,4,0,10,3,0,4,1,1,0.44,0.4394,0.67,0.2239,1,4,5,-1.016984600135962,Malam
6567,2011-10-06,4,0,10,4,0,4,1,1,0.44,0.4394,0.62,0.2836,0,5,5,-1.016984600135962,Malam
6568,2011-10-06,4,0,10,5,0,4,1,1,0.42,0.4242,0.62,0.194,0,24,24,-0.912233521476422,Pagi
6569,2011-10-06,4,0,10,6,0,4,1,1,0.4,0.4091,0.66,0.194,4,110,114,-0.4160442015101799,Pagi
6570,2011-10-06,4,0,10,7,0,4,1,1,0.42,0.4242,0.62,0.194,15,287,302,0.6204401557526369,Pagi
6571,2011-10-06,4,0,10,8,0,4,1,1,0.44,0.4394,0.62,0.1642,20,437,457,1.4749884290278314,Pagi
6572,2011-10-06,4,0,10,9,0,4,1,1,0.46,0.4545,0.63,0.194,20,188,208,0.1021979771212285,Pagi
6573,2011-10-06,4,0,10,10,0,4,1,1,0.52,0.5,0.52,0.0,24,105,129,-0.3333459815158062,Pagi
6574,2011-10-06,4,0,10,11,0,4,1,1,0.54,0.5152,0.49,0.0,29,115,144,-0.25064776152143253,Siang
6575,2011-10-06,4,0,10,12,0,4,1,1,0.56,0.5303,0.49,0.0896,46,180,226,0.2014358411144769,Siang
6576,2011-10-06,4,0,10,13,0,4,1,1,0.56,0.5303,0.46,0.0896,33,158,191,0.008473327794271655,Siang
6577,2011-10-06,4,0,10,14,0,4,1,1,0.58,0.5455,0.43,0.0896,56,139,195,0.030526186459437967,Sore
6578,2011-10-06,4,0,10,15,0,4,1,1,0.58,0.5455,0.46,0.1343,62,157,219,0.16284333845043586,Sore
6579,2011-10-06,4,0,10,16,0,4,1,1,0.58,0.5455,0.49,0.194,51,272,323,0.73621766374476,Sore
6582,2011-10-06,4,0,10,19,0,4,1,1,0.52,0.5,0.59,0.1045,38,305,343,0.8464819570705916,Malam
6583,2011-10-06,4,0,10,20,0,4,1,1,0.5,0.4848,0.77,0.1045,29,231,260,0.38888513976839056,Malam
6584,2011-10-06,4,0,10,21,0,4,1,1,0.46,0.4545,0.88,0.0896,34,161,195,0.030526186459437967,Malam
6585,2011-10-06,4,0,10,22,0,4,1,1,0.46,0.4545,0.82,0.0,24,124,148,-0.2285949028562662,Malam
6586,2011-10-06,4,0,10,23,0,4,1,1,0.44,0.4394,0.88,0.0896,18,81,99,-0.49874242150455356,Malam
6587,2011-10-07,4,0,10,0,0,5,1,1,0.44,0.4394,0.88,0.0,19,48,67,-0.6751652908258841,Malam
6588,2011-10-07,4,0,10,1,0,5,1,1,0.44,0.4394,0.88,0.0,3,25,28,-0.8901806628112556,Malam
6589,2011-10-07,4,0,10,2,0,5,1,1,0.42,0.4242,0.88,0.0,0,5,5,-1.016984600135962,Malam
6590,2011-10-07,4,0,10,3,0,5,1,1,0.4,0.4091,0.87,0.0,1,9,10,-0.989418526804504,Malam
6591,2011-10-07,4,0,10,4,0,5,1,1,0.4,0.4091,0.87,0.1045,0,5,5,-1.016984600135962,Malam
6592,2011-10-07,4,0,10,5,0,5,1,1,0.42,0.4242,0.82,0.0,3,24,27,-0.8956938774775473,Pagi
6593,2011-10-07,4,0,10,6,0,5,1,1,0.42,0.4242,0.88,0.0,3,84,87,-0.5649009975000525,Pagi
6594,2011-10-07,4,0,10,7,0,5,1,1,0.42,0.4242,0.94,0.0,5,237,242,0.28964727577514215,Pagi
6595,2011-10-07,4,0,10,8,0,5,1,1,0.46,0.4545,0.82,0.0,31,386,417,1.2544598423761684,Pagi
6596,2011-10-07,4,0,10,9,0,5,1,1,0.48,0.4697,0.77,0.0,34,207,241,0.2841340611088506,Pagi
6597,2011-10-07,4,0,10,10,0,5,1,1,0.52,0.5,0.68,0.0896,48,126,174,-0.08525132153268518,Pagi
6598,2011-10-07,4,0,10,11,0,5,1,1,0.56,0.5303,0.63,0.0,80,150,230,0.22348869977964322,Siang
6599,2011-10-07,4,0,10,12,0,5,1,1,0.6,0.6212,0.53,0.0,61,174,235,0.25105477311110114,Siang
6600,2011-10-07,4,0,10,13,0,5,1,1,0.6,0.6212,0.46,0.0,95,210,305,0.6369797997515116,Siang
6601,2011-10-07,4,0,10,14,0,5,1,1,0.62,0.6212,0.5,0.0,77,179,256,0.36683228110322424,Sore
6602,2011-10-07,4,0,10,15,0,5,1,1,0.66,0.6212,0.41,0.0,68,202,270,0.44401728643130634,Sore
6603,2011-10-07,4,0,10,16,0,5,1,1,0.64,0.6212,0.44,0.0,73,346,419,1.2654862717087516,Sore
6605,2011-10-07,4,0,10,18,0,5,1,1,0.56,0.5303,0.6,0.0896,94,371,465,1.519094146358164,Malam
6606,2011-10-07,4,0,10,19,0,5,1,1,0.56,0.5303,0.52,0.0,51,243,294,0.5763344384223043,Malam
6607,2011-10-07,4,0,10,20,0,5,1,1,0.54,0.5152,0.49,0.0,30,167,197,0.04155261579202112,Malam
6608,2011-10-07,4,0,10,21,0,5,1,1,0.5,0.4848,0.68,0.0,22,144,166,-0.1293570388630178,Malam
6609,2011-10-07,4,0,10,22,0,5,1,1,0.5,0.4848,0.68,0.0,27,119,146,-0.23962133218884937,Malam
6610,2011-10-07,4,0,10,23,0,5,1,1,0.5,0.4848,0.63,0.0,23,113,136,-0.29475347885176517,Malam
6611,2011-10-08,4,0,10,0,0,6,0,1,0.48,0.4697,0.72,0.0,17,72,89,-0.5538745681674694,Malam
6612,2011-10-08,4,0,10,1,0,6,0,1,0.46,0.4545,0.82,0.0,14,51,65,-0.6861917201584673,Malam
6613,2011-10-08,4,0,10,2,0,6,0,1,0.46,0.4545,0.82,0.0,4,41,45,-0.7964560134842988,Malam
6614,2011-10-08,4,0,10,3,0,6,0,1,0.44,0.4394,0.88,0.0,4,16,20,-0.9342863801415883,Malam
6615,2011-10-08,4,0,10,4,0,6,0,1,0.42,0.4242,0.94,0.1343,3,7,10,-0.989418526804504,Malam
6616,2011-10-08,4,0,10,5,0,6,0,1,0.42,0.4242,0.88,0.1045,1,7,8,-1.0004449561370872,Pagi
6617,2011-10-08,4,0,10,6,0,6,0,1,0.42,0.4242,0.94,0.0,6,16,22,-0.9232599508090051,Pagi
6618,2011-10-08,4,0,10,7,0,6,0,1,0.42,0.4242,0.94,0.0896,27,46,73,-0.6420860028281347,Pagi
6619,2011-10-08,4,0,10,8,0,6,0,1,0.46,0.4545,0.82,0.0,14,89,103,-0.47668956283938724,Pagi
6620,2011-10-08,4,0,10,9,0,6,0,1,0.5,0.4848,0.77,0.0,54,163,217,0.1518169091178527,Pagi
6621,2011-10-08,4,0,10,10,0,6,0,1,0.52,0.5,0.77,0.0,120,217,337,0.8134026690728421,Pagi
6622,2011-10-08,4,0,10,11,0,6,0,1,0.58,0.5455,0.56,0.0,176,221,397,1.1441955490503368,Siang
6623,2011-10-08,4,0,10,12,0,6,0,1,0.62,0.6212,0.35,0.0,191,255,446,1.414343067698624,Siang
6624,2011-10-08,4,0,10,13,0,6,0,1,0.62,0.6212,0.46,0.1045,256,229,485,1.6293584396839955,Siang
6625,2011-10-08,4,0,10,14,0,6,0,1,0.62,0.6212,0.5,0.0896,251,214,465,1.519094146358164,Sore
6626,2011-10-08,4,0,10,15,0,6,0,1,0.66,0.6212,0.39,0.0,262,234,496,1.690003801013203,Sore
6627,2011-10-08,4,0,10,16,0,6,0,1,0.64,0.6212,0.44,0.0896,221,230,451,1.441909141030082,Sore
6628,2011-10-08,4,0,10,17,0,6,0,1,0.62,0.6212,0.5,0.1343,174,219,393,1.1221426903851706,Sore
6629,2011-10-08,4,0,10,18,0,6,0,1,0.6,0.6212,0.46,0.1045,135,224,359,0.9346933917312569,Malam
6630,2011-10-08,4,0,10,19,0,6,0,1,0.54,0.5152,0.68,0.1343,76,172,248,0.3227265637728916,Malam
6631,2011-10-08,4,0,10,20,0,6,0,1,0.52,0.5,0.77,0.1045,78,124,202,0.06911868912347902,Malam
6632,2011-10-08,4,0,10,21,0,6,0,1,0.52,0.5,0.77,0.0,54,133,187,-0.01357953087089466,Malam
6633,2011-10-08,4,0,10,22,0,6,0,1,0.5,0.4848,0.77,0.0,45,104,149,-0.22308168818997465,Malam
6634,2011-10-08,4,0,10,23,0,6,0,1,0.48,0.4697,0.88,0.0,52,90,142,-0.2616741908540157,Malam
6635,2011-10-09,4,0,10,0,0,0,0,1,0.46,0.4545,0.88,0.0896,46,83,129,-0.3333459815158062,Malam
6636,2011-10-09,4,0,10,1,0,0,0,1,0.46,0.4545,0.88,0.0,15,63,78,-0.6145199294966768,Malam
6637,2011-10-09,4,0,10,2,0,0,0,1,0.46,0.4545,0.88,0.0,20,35,55,-0.7413238668213831,Malam
6638,2011-10-09,4,0,10,3,0,0,0,1,0.44,0.4394,0.88,0.0,10,20,30,-0.8791542334786725,Malam
6639,2011-10-09,4,0,10,4,0,0,0,1,0.44,0.4394,0.88,0.0,7,7,14,-0.9673656681393378,Malam
6640,2011-10-09,4,0,10,5,0,0,0,1,0.44,0.4394,0.88,0.0,1,14,15,-0.9618524534730462,Pagi
6641,2011-10-09,4,0,10,6,0,0,0,1,0.44,0.4394,0.88,0.0,7,14,21,-0.9287731654752966,Pagi
6642,2011-10-09,4,0,10,7,0,0,0,1,0.44,0.4394,0.86,0.0,18,26,44,-0.8019692281505904,Pagi
6643,2011-10-09,4,0,10,8,0,0,0,1,0.46,0.4545,0.88,0.0,25,82,107,-0.4546367041742209,Pagi
6644,2011-10-09,4,0,10,9,0,0,0,1,0.5,0.4848,0.77,0.0,66,119,185,-0.024605960203477818,Pagi
6645,2011-10-09,4,0,10,10,0,0,0,1,0.56,0.5303,0.68,0.0896,155,210,365,0.9677726797290063,Pagi
6646,2011-10-09,4,0,10,11,0,0,0,1,0.62,0.6212,0.53,0.0896,189,234,423,1.2875391303739179,Siang
6647,2011-10-09,4,0,10,12,0,0,0,1,0.64,0.6212,0.44,0.0896,212,243,455,1.4639619996952482,Siang
6648,2011-10-09,4,0,10,13,0,0,0,1,0.66,0.6212,0.44,0.0896,225,193,418,1.2599730570424599,Siang
6649,2011-10-09,4,0,10,14,0,0,0,1,0.68,0.6364,0.47,0.1642,272,228,500,1.7120566596783693,Sore
6650,2011-10-09,4,0,10,15,0,0,0,1,0.68,0.6364,0.51,0.1642,198,209,407,1.1993276957132526,Sore
6651,2011-10-09,4,0,10,16,0,0,0,1,0.66,0.6212,0.5,0.1343,223,247,470,1.546660219689622,Sore
6652,2011-10-09,4,0,10,17,0,0,0,1,0.62,0.6061,0.61,0.1045,208,230,438,1.3702373503682916,Sore
6653,2011-10-09,4,0,10,18,0,0,0,1,0.64,0.6212,0.5,0.1045,186,228,414,1.2379201983772936,Malam
6654,2011-10-09,4,0,10,19,0,0,0,1,0.56,0.5303,0.73,0.0896,116,186,302,0.6204401557526369,Malam
6655,2011-10-09,4,0,10,20,0,0,0,1,0.56,0.5303,0.73,0.1045,59,134,193,0.01949975712685481,Malam
6656,2011-10-09,4,0,10,21,0,0,0,1,0.54,0.5152,0.83,0.1045,53,120,173,-0.09076453619897676,Malam
6657,2011-10-09,4,0,10,22,0,0,0,2,0.52,0.5,0.94,0.0,48,104,152,-0.20654204419109992,Malam
6658,2011-10-09,4,0,10,23,0,0,0,1,0.5,0.4848,0.88,0.1045,38,85,123,-0.3664252695135557,Malam
6659,2011-10-10,4,0,10,0,1,1,0,1,0.5,0.4848,0.94,0.0,11,42,53,-0.7523502961539662,Malam
6660,2011-10-10,4,0,10,1,1,1,0,1,0.48,0.4697,0.88,0.0,4,30,34,-0.8571013748135062,Malam
6661,2011-10-10,4,0,10,2,1,1,0,1,0.48,0.4697,0.88,0.0,4,15,19,-0.9397995948078799,Malam
6662,2011-10-10,4,0,10,3,1,1,0,1,0.46,0.4545,0.88,0.0,2,9,11,-0.9839053121382125,Malam
6663,2011-10-10,4,0,10,4,1,1,0,1,0.46,0.4545,0.94,0.0,2,4,6,-1.0114713854696704,Malam
6664,2011-10-10,4,0,10,5,1,1,0,1,0.46,0.4545,0.94,0.0,2,19,21,-0.9287731654752966,Pagi
6665,2011-10-10,4,0,10,6,1,1,0,1,0.44,0.4394,0.94,0.0,5,39,44,-0.8019692281505904,Pagi
6666,2011-10-10,4,0,10,7,1,1,0,1,0.46,0.4545,0.88,0.0,12,102,114,-0.4160442015101799,Pagi
6667,2011-10-10,4,0,10,8,1,1,0,1,0.52,0.5,0.83,0.0,27,227,254,0.3558058517706411,Pagi
6668,2011-10-10,4,0,10,9,1,1,0,1,0.54,0.5152,0.77,0.0,58,161,219,0.16284333845043586,Pagi
6669,2011-10-10,4,0,10,10,1,1,0,1,0.56,0.5303,0.73,0.1642,107,158,265,0.41645121309984845,Pagi
6670,2011-10-10,4,0,10,11,1,1,0,1,0.62,0.6061,0.69,0.0896,139,183,322,0.7307044490784684,Siang
6671,2011-10-10,4,0,10,12,1,1,0,2,0.7,0.6515,0.48,0.0896,164,201,365,0.9677726797290063,Siang
6672,2011-10-10,4,0,10,13,1,1,0,1,0.72,0.6515,0.37,0.0,146,219,365,0.9677726797290063,Siang
6673,2011-10-10,4,0,10,14,1,1,0,1,0.74,0.6515,0.37,0.0,147,223,370,0.9953387530604643,Sore
6674,2011-10-10,4,0,10,15,1,1,0,2,0.72,0.6515,0.42,0.1045,130,254,384,1.0725237583885463,Sore
6675,2011-10-10,4,0,10,16,1,1,0,2,0.7,0.6364,0.45,0.0896,154,248,402,1.1717616223817948,Sore
6676,2011-10-10,4,0,10,17,1,1,0,2,0.66,0.6212,0.54,0.1045,125,334,459,1.4860148583604145,Sore
6677,2011-10-10,4,0,10,18,1,1,0,2,0.64,0.6212,0.53,0.0,108,365,473,1.5631998636884967,Malam
6678,2011-10-10,4,0,10,19,1,1,0,2,0.58,0.5455,0.78,0.0896,69,267,336,0.8078894544065506,Malam
6679,2011-10-10,4,0,10,20,1,1,0,1,0.6,0.5909,0.73,0.0,37,188,225,0.19592262644818534,Malam
6680,2011-10-10,4,0,10,21,1,1,0,1,0.56,0.5303,0.88,0.0896,27,148,175,-0.0797381068663936,Malam
6681,2011-10-10,4,0,10,22,1,1,0,1,0.56,0.5303,0.88,0.0896,22,104,126,-0.34988562551468094,Malam
6682,2011-10-10,4,0,10,23,1,1,0,2,0.54,0.5152,0.88,0.1045,12,63,75,-0.6310595734955514,Malam
6683,2011-10-11,4,0,10,0,0,2,1,2,0.54,0.5152,0.88,0.0,14,16,30,-0.8791542334786725,Malam
6684,2011-10-11,4,0,10,1,0,2,1,2,0.52,0.5,0.94,0.0896,2,9,11,-0.9839053121382125,Malam
6685,2011-10-11,4,0,10,2,0,2,1,2,0.52,0.5,0.94,0.1343,1,4,5,-1.016984600135962,Malam
6686,2011-10-11,4,0,10,3,0,2,1,2,0.52,0.5,0.88,0.1045,2,1,3,-1.0280110294685452,Malam
